County Code,County,State,gender,Year,level,pct
1041,Crenshaw County                              ,Alabama                                                               ,Male,2018,Insured,5846.0
1041,Crenshaw County                              ,Alabama                                                               ,Female,2018,Insured,6247.0
1043,Cullman County                               ,Alabama                                                               ,Male,2018,Insured,34395.0
1043,Cullman County                               ,Alabama                                                               ,Female,2018,Insured,36534.0
1045,Dale County                                  ,Alabama                                                               ,Male,2018,Insured,21350.0
1045,Dale County                                  ,Alabama                                                               ,Female,2018,Insured,22494.0
1047,Dallas County                                ,Alabama                                                               ,Male,2018,Insured,16197.0
1047,Dallas County                                ,Alabama                                                               ,Female,2018,Insured,19293.0
1049,DeKalb County                                ,Alabama                                                               ,Male,2018,Insured,28455.0
1049,DeKalb County                                ,Alabama                                                               ,Female,2018,Insured,29327.0
1051,Elmore County                                ,Alabama                                                               ,Male,2018,Insured,35387.0
1051,Elmore County                                ,Alabama                                                               ,Female,2018,Insured,37795.0
1053,Escambia County                              ,Alabama                                                               ,Male,2018,Insured,16035.0
1053,Escambia County                              ,Alabama                                                               ,Female,2018,Insured,15704.0
1055,Etowah County                                ,Alabama                                                               ,Male,2018,Insured,42700.0
1055,Etowah County                                ,Alabama                                                               ,Female,2018,Insured,47480.0
1057,Fayette County                               ,Alabama                                                               ,Male,2018,Insured,7067.0
1057,Fayette County                               ,Alabama                                                               ,Female,2018,Insured,7473.0
1059,Franklin County                              ,Alabama                                                               ,Male,2018,Insured,12903.0
1059,Franklin County                              ,Alabama                                                               ,Female,2018,Insured,13469.0
1061,Geneva County                                ,Alabama                                                               ,Male,2018,Insured,11077.0
1061,Geneva County                                ,Alabama                                                               ,Female,2018,Insured,11654.0
1063,Greene County                                ,Alabama                                                               ,Male,2018,Insured,3433.0
1063,Greene County                                ,Alabama                                                               ,Female,2018,Insured,4010.0
1065,Hale County                                  ,Alabama                                                               ,Male,2018,Insured,6163.0
1065,Hale County                                  ,Alabama                                                               ,Female,2018,Insured,7034.0
1067,Henry County                                 ,Alabama                                                               ,Male,2018,Insured,7030.0
1067,Henry County                                 ,Alabama                                                               ,Female,2018,Insured,7718.0
1069,Houston County                               ,Alabama                                                               ,Male,2018,Insured,43375.0
1069,Houston County                               ,Alabama                                                               ,Female,2018,Insured,47750.0
1071,Jackson County                               ,Alabama                                                               ,Male,2018,Insured,22038.0
1071,Jackson County                               ,Alabama                                                               ,Female,2018,Insured,23132.0
1073,Jefferson County                             ,Alabama                                                               ,Male,2018,Insured,273617.0
1073,Jefferson County                             ,Alabama                                                               ,Female,2018,Insured,312790.0
1075,Lamar County                                 ,Alabama                                                               ,Male,2018,Insured,5936.0
1075,Lamar County                                 ,Alabama                                                               ,Female,2018,Insured,6334.0
1077,Lauderdale County                            ,Alabama                                                               ,Male,2018,Insured,38598.0
1077,Lauderdale County                            ,Alabama                                                               ,Female,2018,Insured,43153.0
1079,Lawrence County                              ,Alabama                                                               ,Male,2018,Insured,13635.0
1079,Lawrence County                              ,Alabama                                                               ,Female,2018,Insured,14936.0
1081,Lee County                                   ,Alabama                                                               ,Male,2018,Insured,69594.0
1081,Lee County                                   ,Alabama                                                               ,Female,2018,Insured,72904.0
1083,Limestone County                             ,Alabama                                                               ,Male,2018,Insured,40716.0
1083,Limestone County                             ,Alabama                                                               ,Female,2018,Insured,42149.0
1085,Lowndes County                               ,Alabama                                                               ,Male,2018,Insured,4188.0
1085,Lowndes County                               ,Alabama                                                               ,Female,2018,Insured,4855.0
1087,Macon County                                 ,Alabama                                                               ,Male,2018,Insured,7656.0
1087,Macon County                                 ,Alabama                                                               ,Female,2018,Insured,9197.0
1089,Madison County                               ,Alabama                                                               ,Male,2018,Insured,156500.0
1089,Madison County                               ,Alabama                                                               ,Female,2018,Insured,167166.0
1091,Marengo County                               ,Alabama                                                               ,Male,2018,Insured,8341.0
1091,Marengo County                               ,Alabama                                                               ,Female,2018,Insured,9123.0
1093,Marion County                                ,Alabama                                                               ,Male,2018,Insured,12753.0
1093,Marion County                                ,Alabama                                                               ,Female,2018,Insured,13304.0
1095,Marshall County                              ,Alabama                                                               ,Male,2018,Insured,39461.0
1095,Marshall County                              ,Alabama                                                               ,Female,2018,Insured,41954.0
1097,Mobile County                                ,Alabama                                                               ,Male,2018,Insured,168239.0
1097,Mobile County                                ,Alabama                                                               ,Female,2018,Insured,192240.0
1099,Monroe County                                ,Alabama                                                               ,Male,2018,Insured,8675.0
1099,Monroe County                                ,Alabama                                                               ,Female,2018,Insured,9894.0
1101,Montgomery County                            ,Alabama                                                               ,Male,2018,Insured,93505.0
1101,Montgomery County                            ,Alabama                                                               ,Female,2018,Insured,105715.0
1103,Morgan County                                ,Alabama                                                               ,Male,2018,Insured,50272.0
1103,Morgan County                                ,Alabama                                                               ,Female,2018,Insured,53086.0
1105,Perry County                                 ,Alabama                                                               ,Male,2018,Insured,3882.0
1105,Perry County                                 ,Alabama                                                               ,Female,2018,Insured,4494.0
1107,Pickens County                               ,Alabama                                                               ,Male,2018,Insured,8446.0
1107,Pickens County                               ,Alabama                                                               ,Female,2018,Insured,9372.0
1109,Pike County                                  ,Alabama                                                               ,Male,2018,Insured,13511.0
1109,Pike County                                  ,Alabama                                                               ,Female,2018,Insured,15221.0
1111,Randolph County                              ,Alabama                                                               ,Male,2018,Insured,9374.0
1111,Randolph County                              ,Alabama                                                               ,Female,2018,Insured,10241.0
1113,Russell County                               ,Alabama                                                               ,Male,2018,Insured,24412.0
1113,Russell County                               ,Alabama                                                               ,Female,2018,Insured,26839.0
1117,Shelby County                                ,Alabama                                                               ,Male,2018,Insured,92845.0
1117,Shelby County                                ,Alabama                                                               ,Female,2018,Insured,101277.0
1115,St. Clair County                             ,Alabama                                                               ,Male,2018,Insured,38329.0
1115,St. Clair County                             ,Alabama                                                               ,Female,2018,Insured,38935.0
1119,Sumter County                                ,Alabama                                                               ,Male,2018,Insured,5112.0
1119,Sumter County                                ,Alabama                                                               ,Female,2018,Insured,6141.0
1121,Talladega County                             ,Alabama                                                               ,Male,2018,Insured,33752.0
1121,Talladega County                             ,Alabama                                                               ,Female,2018,Insured,37102.0
1123,Tallapoosa County                            ,Alabama                                                               ,Male,2018,Insured,16824.0
1123,Tallapoosa County                            ,Alabama                                                               ,Female,2018,Insured,19007.0
1125,Tuscaloosa County                            ,Alabama                                                               ,Male,2018,Insured,87694.0
1125,Tuscaloosa County                            ,Alabama                                                               ,Female,2018,Insured,97607.0
1127,Walker County                                ,Alabama                                                               ,Male,2018,Insured,27221.0
1127,Walker County                                ,Alabama                                                               ,Female,2018,Insured,28897.0
1129,Washington County                            ,Alabama                                                               ,Male,2018,Insured,7224.0
1129,Washington County                            ,Alabama                                                               ,Female,2018,Insured,7121.0
1131,Wilcox County                                ,Alabama                                                               ,Male,2018,Insured,4487.0
1131,Wilcox County                                ,Alabama                                                               ,Female,2018,Insured,5102.0
1133,Winston County                               ,Alabama                                                               ,Male,2018,Insured,9851.0
1133,Winston County                               ,Alabama                                                               ,Female,2018,Insured,10519.0
2013,Aleutians East Borough                       ,Alaska                                                                ,Male,2018,Insured,1446.0
2013,Aleutians East Borough                       ,Alaska                                                                ,Female,2018,Insured,1119.0
2016,Aleutians West Census Area                   ,Alaska                                                                ,Male,2018,Insured,2790.0
2016,Aleutians West Census Area                   ,Alaska                                                                ,Female,2018,Insured,1956.0
2020,Anchorage Borough                            ,Alaska                                                                ,Male,2018,Insured,131495.0
2020,Anchorage Borough                            ,Alaska                                                                ,Female,2018,Insured,128877.0
2050,Bethel Census Area                           ,Alaska                                                                ,Male,2018,Insured,7514.0
2050,Bethel Census Area                           ,Alaska                                                                ,Female,2018,Insured,7282.0
2060,Bristol Bay Borough                          ,Alaska                                                                ,Male,2018,Insured,437.0
2060,Bristol Bay Borough                          ,Alaska                                                                ,Female,2018,Insured,308.0
2068,Denali Borough                               ,Alaska                                                                ,Male,2018,Insured,971.0
2068,Denali Borough                               ,Alaska                                                                ,Female,2018,Insured,992.0
2070,Dillingham Census Area                       ,Alaska                                                                ,Male,2018,Insured,2043.0
2070,Dillingham Census Area                       ,Alaska                                                                ,Female,2018,Insured,1998.0
2090,Fairbanks North Star Borough                 ,Alaska                                                                ,Male,2018,Insured,46361.0
2090,Fairbanks North Star Borough                 ,Alaska                                                                ,Female,2018,Insured,40997.0
2100,Haines Borough                               ,Alaska                                                                ,Male,2018,Insured,1137.0
2100,Haines Borough                               ,Alaska                                                                ,Female,2018,Insured,1028.0
2105,Hoonah-Angoon Census Area                    ,Alaska                                                                ,Male,2018,Insured,833.0
2105,Hoonah-Angoon Census Area                    ,Alaska                                                                ,Female,2018,Insured,845.0
2110,Juneau Borough                               ,Alaska                                                                ,Male,2018,Insured,14485.0
2110,Juneau Borough                               ,Alaska                                                                ,Female,2018,Insured,14327.0
2122,Kenai Peninsula Borough                      ,Alaska                                                                ,Male,2018,Insured,25403.0
2122,Kenai Peninsula Borough                      ,Alaska                                                                ,Female,2018,Insured,23804.0
2130,Ketchikan Gateway Borough                    ,Alaska                                                                ,Male,2018,Insured,5867.0
2130,Ketchikan Gateway Borough                    ,Alaska                                                                ,Female,2018,Insured,5766.0
2150,Kodiak Island Borough                        ,Alaska                                                                ,Male,2018,Insured,5723.0
2150,Kodiak Island Borough                        ,Alaska                                                                ,Female,2018,Insured,5222.0
2158,Kusilvak Census Area                         ,Alaska                                                                ,Male,2018,Insured,3506.0
2158,Kusilvak Census Area                         ,Alaska                                                                ,Female,2018,Insured,3235.0
2164,Lake and Peninsula Borough                   ,Alaska                                                                ,Male,2018,Insured,548.0
2164,Lake and Peninsula Borough                   ,Alaska                                                                ,Female,2018,Insured,541.0
2170,Matanuska-Susitna Borough                    ,Alaska                                                                ,Male,2018,Insured,44963.0
2170,Matanuska-Susitna Borough                    ,Alaska                                                                ,Female,2018,Insured,42813.0
2180,Nome Census Area                             ,Alaska                                                                ,Male,2018,Insured,4192.0
2180,Nome Census Area                             ,Alaska                                                                ,Female,2018,Insured,3907.0
2185,North Slope Borough                          ,Alaska                                                                ,Male,2018,Insured,5131.0
2185,North Slope Borough                          ,Alaska                                                                ,Female,2018,Insured,3162.0
2188,Northwest Arctic Borough                     ,Alaska                                                                ,Male,2018,Insured,3354.0
2188,Northwest Arctic Borough                     ,Alaska                                                                ,Female,2018,Insured,3009.0
2195,Petersburg Borough                           ,Alaska                                                                ,Male,2018,Insured,1360.0
2195,Petersburg Borough                           ,Alaska                                                                ,Female,2018,Insured,1373.0
2198,Prince of Wales-Hyder Census Area            ,Alaska                                                                ,Male,2018,Insured,2734.0
2198,Prince of Wales-Hyder Census Area            ,Alaska                                                                ,Female,2018,Insured,2433.0
2220,Sitka Borough                                ,Alaska                                                                ,Male,2018,Insured,3720.0
2220,Sitka Borough                                ,Alaska                                                                ,Female,2018,Insured,3665.0
2230,Skagway Municipality                         ,Alaska                                                                ,Male,2018,Insured,472.0
2230,Skagway Municipality                         ,Alaska                                                                ,Female,2018,Insured,439.0
2240,Southeast Fairbanks Census Area              ,Alaska                                                                ,Male,2018,Insured,2978.0
2240,Southeast Fairbanks Census Area              ,Alaska                                                                ,Female,2018,Insured,2509.0
2261,Valdez-Cordova Census Area                   ,Alaska                                                                ,Male,2018,Insured,4222.0
2261,Valdez-Cordova Census Area                   ,Alaska                                                                ,Female,2018,Insured,3870.0
2275,Wrangell City and Borough                    ,Alaska                                                                ,Male,2018,Insured,1047.0
2275,Wrangell City and Borough                    ,Alaska                                                                ,Female,2018,Insured,988.0
2282,Yakutat Borough                              ,Alaska                                                                ,Male,2018,Insured,293.0
2282,Yakutat Borough                              ,Alaska                                                                ,Female,2018,Insured,270.0
2290,Yukon-Koyukuk Census Area                    ,Alaska                                                                ,Male,2018,Insured,2206.0
2290,Yukon-Koyukuk Census Area                    ,Alaska                                                                ,Female,2018,Insured,2022.0
4001,Apache County                                ,Arizona                                                               ,Male,2018,Insured,27029.0
4001,Apache County                                ,Arizona                                                               ,Female,2018,Insured,29352.0
4003,Cochise County                               ,Arizona                                                               ,Male,2018,Insured,55733.0
4003,Cochise County                               ,Arizona                                                               ,Female,2018,Insured,56365.0
4005,Coconino County                              ,Arizona                                                               ,Male,2018,Insured,59338.0
4005,Coconino County                              ,Arizona                                                               ,Female,2018,Insured,62601.0
4007,Gila County                                  ,Arizona                                                               ,Male,2018,Insured,22256.0
4007,Gila County                                  ,Arizona                                                               ,Female,2018,Insured,23408.0
4009,Graham County                                ,Arizona                                                               ,Male,2018,Insured,17524.0
4009,Graham County                                ,Arizona                                                               ,Female,2018,Insured,15724.0
4011,Greenlee County                              ,Arizona                                                               ,Male,2018,Insured,4649.0
4011,Greenlee County                              ,Arizona                                                               ,Female,2018,Insured,4156.0
4012,La Paz County                                ,Arizona                                                               ,Male,2018,Insured,8264.0
4012,La Paz County                                ,Arizona                                                               ,Female,2018,Insured,8049.0
4013,Maricopa County                              ,Arizona                                                               ,Male,2018,Insured,1817981.0
4013,Maricopa County                              ,Arizona                                                               ,Female,2018,Insured,1900395.0
4015,Mohave County                                ,Arizona                                                               ,Male,2018,Insured,89272.0
4015,Mohave County                                ,Arizona                                                               ,Female,2018,Insured,90285.0
4017,Navajo County                                ,Arizona                                                               ,Male,2018,Insured,45808.0
4017,Navajo County                                ,Arizona                                                               ,Female,2018,Insured,47238.0
4019,Pima County                                  ,Arizona                                                               ,Male,2018,Insured,434125.0
4019,Pima County                                  ,Arizona                                                               ,Female,2018,Insured,459845.0
4021,Pinal County                                 ,Arizona                                                               ,Male,2018,Insured,191010.0
4021,Pinal County                                 ,Arizona                                                               ,Female,2018,Insured,177395.0
4023,Santa Cruz County                            ,Arizona                                                               ,Male,2018,Insured,17984.0
4023,Santa Cruz County                            ,Arizona                                                               ,Female,2018,Insured,20508.0
4025,Yavapai County                               ,Arizona                                                               ,Male,2018,Insured,92228.0
4025,Yavapai County                               ,Arizona                                                               ,Female,2018,Insured,98541.0
4027,Yuma County                                  ,Arizona                                                               ,Male,2018,Insured,91890.0
4027,Yuma County                                  ,Arizona                                                               ,Female,2018,Insured,87442.0
5001,Arkansas County                              ,Arkansas                                                              ,Male,2018,Insured,7868.0
5001,Arkansas County                              ,Arkansas                                                              ,Female,2018,Insured,8668.0
5003,Ashley County                                ,Arkansas                                                              ,Male,2018,Insured,8922.0
5003,Ashley County                                ,Arkansas                                                              ,Female,2018,Insured,9651.0
5005,Baxter County                                ,Arkansas                                                              ,Male,2018,Insured,17953.0
5005,Baxter County                                ,Arkansas                                                              ,Female,2018,Insured,19635.0
5007,Benton County                                ,Arkansas                                                              ,Male,2018,Insured,114532.0
5007,Benton County                                ,Arkansas                                                              ,Female,2018,Insured,118959.0
5009,Boone County                                 ,Arkansas                                                              ,Male,2018,Insured,16607.0
5009,Boone County                                 ,Arkansas                                                              ,Female,2018,Insured,17385.0
5011,Bradley County                               ,Arkansas                                                              ,Male,2018,Insured,4547.0
5011,Bradley County                               ,Arkansas                                                              ,Female,2018,Insured,5149.0
5013,Calhoun County                               ,Arkansas                                                              ,Male,2018,Insured,2365.0
5013,Calhoun County                               ,Arkansas                                                              ,Female,2018,Insured,2411.0
5015,Carroll County                               ,Arkansas                                                              ,Male,2018,Insured,11896.0
5015,Carroll County                               ,Arkansas                                                              ,Female,2018,Insured,12423.0
5017,Chicot County                                ,Arkansas                                                              ,Male,2018,Insured,4739.0
5017,Chicot County                                ,Arkansas                                                              ,Female,2018,Insured,5110.0
5019,Clark County                                 ,Arkansas                                                              ,Male,2018,Insured,9640.0
5019,Clark County                                 ,Arkansas                                                              ,Female,2018,Insured,10805.0
5021,Clay County                                  ,Arkansas                                                              ,Male,2018,Insured,6554.0
5021,Clay County                                  ,Arkansas                                                              ,Female,2018,Insured,7051.0
5023,Cleburne County                              ,Arkansas                                                              ,Male,2018,Insured,11125.0
5023,Cleburne County                              ,Arkansas                                                              ,Female,2018,Insured,11725.0
5025,Cleveland County                             ,Arkansas                                                              ,Male,2018,Insured,3778.0
5025,Cleveland County                             ,Arkansas                                                              ,Female,2018,Insured,3814.0
5027,Columbia County                              ,Arkansas                                                              ,Male,2018,Insured,10174.0
5027,Columbia County                              ,Arkansas                                                              ,Female,2018,Insured,11402.0
5029,Conway County                                ,Arkansas                                                              ,Male,2018,Insured,9205.0
5029,Conway County                                ,Arkansas                                                              ,Female,2018,Insured,9941.0
5031,Craighead County                             ,Arkansas                                                              ,Male,2018,Insured,45396.0
5031,Craighead County                             ,Arkansas                                                              ,Female,2018,Insured,50381.0
5033,Crawford County                              ,Arkansas                                                              ,Male,2018,Insured,27347.0
5033,Crawford County                              ,Arkansas                                                              ,Female,2018,Insured,28857.0
5035,Crittenden County                            ,Arkansas                                                              ,Male,2018,Insured,20990.0
5035,Crittenden County                            ,Arkansas                                                              ,Female,2018,Insured,23914.0
5037,Cross County                                 ,Arkansas                                                              ,Male,2018,Insured,7331.0
5037,Cross County                                 ,Arkansas                                                              ,Female,2018,Insured,8147.0
5039,Dallas County                                ,Arkansas                                                              ,Male,2018,Insured,3307.0
5039,Dallas County                                ,Arkansas                                                              ,Female,2018,Insured,3547.0
5041,Desha County                                 ,Arkansas                                                              ,Male,2018,Insured,4976.0
5041,Desha County                                 ,Arkansas                                                              ,Female,2018,Insured,5707.0
5043,Drew County                                  ,Arkansas                                                              ,Male,2018,Insured,8175.0
5043,Drew County                                  ,Arkansas                                                              ,Female,2018,Insured,8825.0
5045,Faulkner County                              ,Arkansas                                                              ,Male,2018,Insured,54399.0
5045,Faulkner County                              ,Arkansas                                                              ,Female,2018,Insured,58192.0
5047,Franklin County                              ,Arkansas                                                              ,Male,2018,Insured,7677.0
5047,Franklin County                              ,Arkansas                                                              ,Female,2018,Insured,8358.0
5049,Fulton County                                ,Arkansas                                                              ,Male,2018,Insured,5419.0
5049,Fulton County                                ,Arkansas                                                              ,Female,2018,Insured,5598.0
5051,Garland County                               ,Arkansas                                                              ,Male,2018,Insured,41756.0
5051,Garland County                               ,Arkansas                                                              ,Female,2018,Insured,46360.0
5053,Grant County                                 ,Arkansas                                                              ,Male,2018,Insured,8214.0
5053,Grant County                                 ,Arkansas                                                              ,Female,2018,Insured,8663.0
5055,Greene County                                ,Arkansas                                                              ,Male,2018,Insured,20028.0
5055,Greene County                                ,Arkansas                                                              ,Female,2018,Insured,21394.0
5057,Hempstead County                             ,Arkansas                                                              ,Male,2018,Insured,9256.0
5057,Hempstead County                             ,Arkansas                                                              ,Female,2018,Insured,10360.0
5059,Hot Spring County                            ,Arkansas                                                              ,Male,2018,Insured,15781.0
5059,Hot Spring County                            ,Arkansas                                                              ,Female,2018,Insured,14991.0
5061,Howard County                                ,Arkansas                                                              ,Male,2018,Insured,5616.0
5061,Howard County                                ,Arkansas                                                              ,Female,2018,Insured,6199.0
5063,Independence County                          ,Arkansas                                                              ,Male,2018,Insured,16138.0
5063,Independence County                          ,Arkansas                                                              ,Female,2018,Insured,17715.0
5065,Izard County                                 ,Arkansas                                                              ,Male,2018,Insured,6134.0
5065,Izard County                                 ,Arkansas                                                              ,Female,2018,Insured,5900.0
5067,Jackson County                               ,Arkansas                                                              ,Male,2018,Insured,7686.0
5067,Jackson County                               ,Arkansas                                                              ,Female,2018,Insured,8068.0
5069,Jefferson County                             ,Arkansas                                                              ,Male,2018,Insured,31799.0
5069,Jefferson County                             ,Arkansas                                                              ,Female,2018,Insured,33174.0
5071,Johnson County                               ,Arkansas                                                              ,Male,2018,Insured,11069.0
5071,Johnson County                               ,Arkansas                                                              ,Female,2018,Insured,11810.0
5073,Lafayette County                             ,Arkansas                                                              ,Male,2018,Insured,2972.0
5073,Lafayette County                             ,Arkansas                                                              ,Female,2018,Insured,3209.0
5075,Lawrence County                              ,Arkansas                                                              ,Male,2018,Insured,7509.0
5075,Lawrence County                              ,Arkansas                                                              ,Female,2018,Insured,7777.0
5077,Lee County                                   ,Arkansas                                                              ,Male,2018,Insured,4794.0
5077,Lee County                                   ,Arkansas                                                              ,Female,2018,Insured,3774.0
5079,Lincoln County                               ,Arkansas                                                              ,Male,2018,Insured,7619.0
5079,Lincoln County                               ,Arkansas                                                              ,Female,2018,Insured,4666.0
5081,Little River County                          ,Arkansas                                                              ,Male,2018,Insured,5493.0
