,under15,15_17,18_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85up,Male,Female,never_mar,married,mar_apart,widowed,divorced,lt_hs,some_hs,hs_grad,some_col,assoc_dec,ba_deg,grad_deg,not_in_labor_force,employed,unemployed,below_pov_level,at_above_pov_level,Overdose,No_overdose,Insured,Uninsured,Veteran,Not_veteran,FIPS
"Chicot County, Arkansas",0.190005542,0.036855718,0.077868095,0.058285609,0.051634953,0.059948273,0.053851838,0.061149086,0.065398116,0.084334011,0.065582856,0.058285609,0.043229263,0.038610752,0.02955847,0.02540181,0.486421578,0.513578422,0.458895252,0.318677258,0.056992426,0.072695363,0.092739701,0.231572141,0.143820432,0.308239424,0.174672086,0.03787179,0.075189359,0.028634768,0.618603362,0.341585073,0.039811565,0.272030297,0.727969703,NA,NA,0.909754295,0.090245705,0.048494365,0.951505635,5017
"Clark County, Arkansas",0.158052267,0.032521778,0.220862184,0.055885638,0.038507929,0.044181371,0.058521331,0.057493857,0.05834264,0.057315166,0.057806567,0.053294617,0.034264016,0.025954881,0.022604423,0.024391333,0.47478222,0.52521778,0.4907304,0.354165736,0.030198794,0.053786017,0.071119053,0.178959124,0.085056958,0.218315836,0.269868215,0.068036632,0.121152558,0.058610677,0.498235426,0.487335269,0.014429305,0.194594595,0.805405405,NA,NA,0.913334822,0.086665178,0.065132901,0.934867099,5019
"Clay County, Arkansas",0.181063674,0.039107629,0.077219308,0.055175619,0.052054976,0.057765089,0.060553748,0.062944028,0.068189363,0.069915676,0.067591793,0.058960228,0.056171569,0.036850143,0.032003187,0.024433969,0.49226479,0.50773521,0.372485227,0.401367771,0.035389416,0.08691322,0.103844366,0.249385831,0.122966602,0.327136312,0.174755992,0.041697098,0.05139101,0.032667154,0.559059823,0.418697298,0.022242879,0.213797225,0.786202775,NA,NA,0.903326472,0.096673528,0.06925171,0.93074829,5021
"Cleburne County, Arkansas",0.155687673,0.034522394,0.066428855,0.045897741,0.050455807,0.053428458,0.050138724,0.055449861,0.071105826,0.075862069,0.075584621,0.07483155,0.068093539,0.058026159,0.032183908,0.032302814,0.494332144,0.505667856,0.289258819,0.471858898,0.036226714,0.085453825,0.117201744,0.197621879,0.116448672,0.335711455,0.177923107,0.0575109,0.068212446,0.046571542,0.564407451,0.414982164,0.020610384,0.130875941,0.869124059,NA,NA,0.905667856,0.094332144,0.097304796,0.902695204,5023
"Cleveland County, Arkansas",0.186846584,0.039508874,0.081205932,0.044857768,0.056406516,0.053853635,0.060782884,0.063578896,0.073182592,0.070143448,0.069049356,0.068198395,0.049720399,0.038293217,0.024677851,0.019693654,0.503039144,0.496960856,0.374908826,0.438852419,0.032214928,0.058837831,0.095185996,0.209457817,0.119863846,0.348285923,0.156212011,0.050692925,0.077315828,0.038171651,0.569049356,0.406029662,0.024920982,0.166058838,0.833941162,NA,NA,0.922927304,0.077072696,0.063214199,0.936785801,5025
"Columbia County, Arkansas",0.174075004,0.037920643,0.171898543,0.05775992,0.047672861,0.052109493,0.056922819,0.053281433,0.05834589,0.059308555,0.061819856,0.045287125,0.04507785,0.034279257,0.018458061,0.025782689,0.478988783,0.521011217,0.47070149,0.336095764,0.040808639,0.070651264,0.081742843,0.20718232,0.11811485,0.280930856,0.214172108,0.045956806,0.08705843,0.046584631,0.533986272,0.416792232,0.049221497,0.23505776,0.76494224,NA,NA,0.903063787,0.096936213,0.061945421,0.938054579,5027
"Conway County, Arkansas",0.189562805,0.039271023,0.073184732,0.061226442,0.057495456,0.060604611,0.055247297,0.060748111,0.076102554,0.072323735,0.066201091,0.057591122,0.047498326,0.028078064,0.023390414,0.031474218,0.487037214,0.512962786,0.385439587,0.399646035,0.052185975,0.070266909,0.092461494,0.226107338,0.10647661,0.34004592,0.157036258,0.053477471,0.084473357,0.032383048,0.532574381,0.440112886,0.027312733,0.173443031,0.826556969,NA,NA,0.915813642,0.084186358,0.082033866,0.917966134,5029
"Craighead County, Arkansas",0.206875999,0.040945686,0.111578888,0.083471301,0.069989877,0.07251587,0.057426136,0.056981486,0.057530203,0.056404386,0.052847182,0.04508945,0.032081059,0.024115193,0.017549503,0.014597781,0.487488292,0.512511708,0.453146139,0.344935242,0.038410233,0.049394045,0.114114341,0.234151049,0.092827882,0.24307244,0.193555406,0.054370347,0.116451122,0.065571754,0.49358095,0.477441084,0.028977966,0.183120311,0.816879689,NA,NA,0.906112525,0.093887475,0.050813143,0.949186857,5031
"Crawford County, Arkansas",0.203739275,0.044147778,0.080532078,0.063260341,0.059466641,0.065277244,0.059306569,0.064893072,0.067870406,0.072752593,0.057593802,0.052183378,0.043123319,0.030077475,0.018600333,0.017175695,0.492396594,0.507603406,0.373911512,0.43633948,0.037520809,0.059450634,0.092777564,0.238474837,0.122214752,0.287792931,0.186419516,0.058554232,0.073584966,0.032958766,0.544387886,0.430929056,0.024683058,0.15459726,0.84540274,NA,NA,0.899667051,0.100332949,0.072080292,0.927919708,5033
"Crittenden County, Arkansas",0.22722543,0.047130353,0.09132271,0.068206394,0.063738192,0.062514027,0.056148369,0.060943015,0.06765552,0.060514557,0.062085569,0.044559607,0.034133801,0.023320344,0.016444617,0.014057495,0.474792402,0.525207598,0.503927529,0.291473691,0.049231836,0.05682166,0.098545284,0.26713321,0.134046069,0.255646461,0.17648379,0.04851774,0.080958113,0.037214617,0.52559525,0.428661784,0.045742966,0.193520087,0.806479913,NA,NA,0.916165099,0.083834901,0.05014996,0.94985004,5035
"Cross County, Arkansas",0.198140958,0.042063772,0.084598188,0.054065184,0.053418049,0.05482998,0.069537593,0.063301565,0.068360984,0.069419932,0.06271326,0.062948582,0.047123191,0.037533828,0.020120014,0.011824921,0.482409695,0.517590305,0.384515825,0.396693729,0.04959407,0.067596188,0.101600188,0.241381339,0.13313331,0.322685022,0.148546888,0.048770444,0.057947994,0.047535004,0.52612072,0.443581598,0.030297682,0.166313684,0.833686316,NA,NA,0.910577715,0.089422285,0.052653253,0.947346747,5037
"Dallas County, Arkansas",0.172497309,0.055705059,0.062970936,0.063374596,0.04588267,0.05287944,0.056512379,0.057588805,0.065931109,0.069294941,0.084768568,0.0717169,0.049919268,0.029332616,0.041307858,0.020317546,0.486813778,0.513186222,0.406350915,0.350242196,0.048708288,0.092707212,0.101991389,0.205059203,0.147066738,0.330193757,0.172900969,0.045209903,0.07911733,0.020452099,0.571851453,0.406754575,0.021393972,0.142491927,0.857508073,NA,NA,0.922228202,0.077771798,0.075888052,0.924111948,5039
"Desha County, Arkansas",0.212501052,0.044418272,0.076806595,0.060654497,0.055018087,0.052410196,0.053419702,0.054008581,0.063935392,0.067048036,0.07840498,0.057878355,0.046942038,0.03676285,0.01463784,0.025153529,0.473037772,0.526962228,0.460923698,0.364011105,0.042735762,0.058467233,0.073862202,0.265500126,0.154117944,0.315807184,0.151510053,0.027088416,0.057037099,0.028939177,0.570286868,0.382602843,0.047110289,0.264658871,0.735341129,NA,NA,0.89871288,0.10128712,0.044250021,0.955749979,5041
"Drew County, Arkansas",0.178899578,0.038536374,0.148686628,0.058534213,0.059885418,0.041833315,0.063074262,0.060209707,0.057669441,0.064209275,0.061398768,0.054480597,0.034536807,0.032212734,0.027294347,0.018538536,0.48821749,0.51178251,0.447519187,0.375418874,0.029348179,0.056372284,0.091341477,0.223921738,0.097935358,0.255161604,0.228191547,0.057453248,0.087720246,0.049616258,0.536806832,0.438493136,0.024700032,0.221057183,0.778942817,NA,NA,0.918819587,0.081180413,0.067019782,0.932980218,5043
"Faulkner County, Arkansas",0.19507254,0.039586329,0.154416089,0.075169912,0.067940465,0.060147366,0.064966998,0.059248791,0.059493857,0.05565449,0.049952621,0.038761273,0.033394328,0.019883022,0.013151876,0.013160044,0.48940498,0.51059502,0.462774474,0.367688864,0.03027382,0.043245981,0.096016861,0.21128774,0.086255065,0.226800418,0.216834401,0.056757287,0.130448634,0.071616455,0.485132662,0.491937328,0.022930009,0.191543589,0.808456411,NA,NA,0.919740884,0.080259116,0.058178669,0.941821331,5045
"Franklin County, Arkansas",0.187289089,0.04735658,0.086276715,0.055793026,0.05264342,0.051349831,0.065298088,0.060911136,0.070303712,0.061417323,0.072328459,0.058605174,0.045050619,0.039032621,0.023284589,0.023059618,0.487907762,0.512092238,0.356917885,0.427896513,0.041394826,0.072497188,0.101293588,0.232733408,0.137064117,0.312485939,0.184251969,0.051631046,0.062992126,0.018841395,0.593475816,0.393475816,0.013048369,0.225646794,0.774353206,NA,NA,0.901856018,0.098143982,0.076940382,0.923059618,5047
"Fulton County, Arkansas",0.166652937,0.038223906,0.067798006,0.04341379,0.048191779,0.042260483,0.056512069,0.061290057,0.06837466,0.057171101,0.097124969,0.077848258,0.066397562,0.03138644,0.040201005,0.037152978,0.498228849,0.501771151,0.311228273,0.455062196,0.024878491,0.088145646,0.120685394,0.213032375,0.114095065,0.294999588,0.233709531,0.05733586,0.063102397,0.023725183,0.629705907,0.345827498,0.024466595,0.215586127,0.784413873,NA,NA,0.90757064,0.09242936,0.093994563,0.906005437,5049
"Garland County, Arkansas",0.167758607,0.036349394,0.073909416,0.058496785,0.053989989,0.055709286,0.054824204,0.060378856,0.064448197,0.075242126,0.07058273,0.07258688,0.055566859,0.040571336,0.030896476,0.028688858,0.479999186,0.520000814,0.378998128,0.385091967,0.03934036,0.067225523,0.129344022,0.191686335,0.108641247,0.255493611,0.23043664,0.064020916,0.096341662,0.053379588,0.544488077,0.422967364,0.032544559,0.16606983,0.83393017,NA,NA,0.896435257,0.103564743,0.089322048,0.910677952,5051
"Grant County, Arkansas",0.185226142,0.044177817,0.079785469,0.061096981,0.056176048,0.068782484,0.055401968,0.068174278,0.075859781,0.078347893,0.05468318,0.051531571,0.052416234,0.034667699,0.022448303,0.011224151,0.49043459,0.50956541,0.368738251,0.429669358,0.039256884,0.050812783,0.111522725,0.202366471,0.096207011,0.339931439,0.175052527,0.058221829,0.082052416,0.046168307,0.53632644,0.431051642,0.032621918,0.145913967,0.854086033,NA,NA,0.933152715,0.066847285,0.085369899,0.914630101,5053
"Greene County, Arkansas",0.203729019,0.042578939,0.088003944,0.067162674,0.060305224,0.062366941,0.068552092,0.065033727,0.066669655,0.072742756,0.047195393,0.053851153,0.037267777,0.033144343,0.017233265,0.0141631,0.491047218,0.508952782,0.375972032,0.4192905,0.040405172,0.052753065,0.11157923,0.228604083,0.113663357,0.330009188,0.173184232,0.041301571,0.081146494,0.032091074,0.529256213,0.435694597,0.03504919,0.149384846,0.850615154,NA,NA,0.928265693,0.071734307,0.066871344,0.933128656,5055
"Hempstead County, Arkansas",0.218321373,0.041238986,0.086883459,0.051049142,0.050367881,0.052956672,0.064038514,0.058134254,0.068807339,0.061222636,0.071078209,0.058679262,0.039740213,0.03074757,0.021618676,0.025115814,0.476610046,0.523389954,0.429830139,0.357525661,0.046144064,0.066400218,0.100099918,0.264329185,0.138068853,0.276092288,0.154509946,0.063993097,0.066173131,0.0368335,0.561903897,0.415296576,0.022799528,0.210009992,0.789990008,NA,NA,0.890907439,0.109092561,0.052184576,0.947815424,5057
"Hot Spring County, Arkansas",0.172315036,0.036724344,0.075745823,0.068526253,0.064946301,0.061843675,0.060411695,0.064051313,0.073329356,0.068824582,0.069868735,0.067750597,0.044868735,0.027207637,0.028937947,0.014647971,0.519630072,0.480369928,0.361127685,0.421688544,0.047344869,0.055608592,0.11423031,0.204295943,0.119212411,0.313275656,0.195167064,0.059188544,0.073687351,0.035173031,0.56199284,0.405727924,0.032279236,0.159337709,0.840662291,NA,NA,0.918019093,0.081980907,0.070554893,0.929445107,5059
"Howard County, Arkansas",0.214579132,0.043169766,0.079916349,0.053924864,0.0606468,0.063335574,0.052281724,0.05653895,0.073791919,0.061617746,0.065576219,0.049294197,0.050041078,0.035402196,0.01762641,0.022257077,0.480991859,0.519008141,0.413473747,0.378071551,0.037120024,0.066024348,0.105310329,0.269997759,0.128463664,0.264545522,0.176861603,0.060273359,0.076555381,0.023302711,0.542684293,0.42564792,0.031667787,0.15774143,0.84225857,NA,NA,0.88244081,0.11755919,0.058630219,0.941369781,5061
"Independence County, Arkansas",0.198958781,0.039797123,0.086303134,0.059199227,0.061319236,0.061507085,0.060889867,0.063305067,0.06539824,0.069047875,0.062580507,0.056542508,0.040253328,0.026379347,0.025332761,0.023185917,0.485508802,0.514491198,0.385975741,0.408732289,0.032014813,0.062285316,0.110991842,0.235294118,0.10629562,0.266262344,0.201159296,0.05809897,0.087108201,0.045781451,0.546076642,0.428322241,0.025601116,0.161227995,0.838772005,NA,NA,0.908463933,0.091536067,0.065317733,0.934682267,5063
"Izard County, Arkansas",0.151264843,0.030238218,0.071686703,0.049561177,0.049192418,0.058042629,0.050003688,0.065786562,0.071317944,0.08968213,0.063942769,0.083634486,0.053617523,0.057968877,0.031270743,0.022789291,0.517589793,0.482410207,0.334537945,0.427317649,0.050593702,0.08002065,0.107530054,0.199719743,0.109668855,0.312117413,0.19241832,0.081200679,0.075964304,0.028910687,0.610443248,0.352902131,0.036654621,0.150527325,0.849472675,NA,NA,0.887528579,0.112471421,0.104801239,0.895198761,5065
"Jackson County, Arkansas",0.170449927,0.031175617,0.082960813,0.072975327,0.079709724,0.064499274,0.059332366,0.059332366,0.071756168,0.072743106,0.061770682,0.054571843,0.046211901,0.03616836,0.014920174,0.021422351,0.494165457,0.505834543,0.400522496,0.294455733,0.081683599,0.082844702,0.140493469,0.230885341,0.136545718,0.327140784,0.178867925,0.046269956,0.051785196,0.02850508,0.64586357,0.3295791,0.024557329,0.222583454,0.777416546,NA,NA,0.914600871,0.085399129,0.065486212,0.934513788,5067
"Jefferson County, Arkansas",0.184013973,0.039943769,0.103033057,0.068797569,0.061101329,0.055137453,0.060050551,0.059070771,0.067831989,0.075670226,0.0625071,0.055677042,0.041321141,0.02497728,0.017082245,0.023784505,0.49565489,0.50434511,0.476371691,0.296674429,0.05721061,0.061839714,0.107903556,0.214060548,0.116593775,0.299230376,0.200116438,0.045325457,0.080980916,0.043692491,0.573824264,0.383889015,0.04228672,0.207031694,0.792968306,NA,NA,0.92259741,0.07740259,0.059468363,0.940531637,5069
"Johnson County, Arkansas",0.203073295,0.039899585,0.099615838,0.059526074,0.05591267,0.068008064,0.057243924,0.058879464,0.069605568,0.066752881,0.061389829,0.047773002,0.048001217,0.030428664,0.017306303,0.016583622,0.493552927,0.506447073,0.395268343,0.399528356,0.043132631,0.052413373,0.109657297,0.260012932,0.13635845,0.310942908,0.14647598,0.034726713,0.075044692,0.036438325,0.573846563,0.409417671,0.016735765,0.20995778,0.79004222,NA,NA,0.870221749,0.129778251,0.06922521,0.93077479,5071
"Lafayette County, Arkansas",0.15791757,0.039334779,0.083007954,0.05307303,0.048879248,0.041214751,0.058279103,0.05582068,0.075632683,0.085900217,0.072740419,0.070571222,0.056109906,0.050759219,0.034707158,0.016052061,0.488937093,0.511062907,0.362834418,0.367895879,0.037744035,0.088069414,0.143456255,0.198843095,0.143745481,0.335357918,0.152711497,0.049746927,0.094143167,0.025451916,0.579754158,0.396673897,0.023571945,0.214461316,0.785538684,NA,NA,0.893853941,0.106146059,0.063485177,0.936514823,5073
"Lawrence County, Arkansas",0.181474594,0.042294079,0.099766033,0.057951887,0.052672626,0.051352811,0.062091307,0.058311836,0.070610115,0.060951467,0.070190173,0.052972584,0.054172416,0.031135641,0.023396724,0.030655708,0.496130542,0.503869458,0.36342912,0.414421981,0.031735557,0.069890215,0.120523127,0.222688824,0.111224429,0.30985662,0.199052133,0.052732617,0.072889795,0.031555582,0.554922311,0.412382266,0.032695423,0.183454316,0.816545684,NA,NA,0.917031616,0.082968384,0.066350711,0.933649289,5075
"Lee County, Arkansas",0.154288146,0.034369015,0.089274314,0.073313471,0.068950841,0.057352628,0.079591402,0.063843371,0.062566504,0.068738029,0.063524154,0.063524154,0.040646946,0.038093211,0.019259417,0.022664397,0.564907427,0.435092573,0.487231326,0.3011279,0.057884656,0.048733773,0.105022345,0.213662481,0.192274952,0.321557778,0.173334752,0.033730581,0.049265801,0.016173654,0.660140455,0.284209406,0.055650138,0.23313471,0.76686529,NA,NA,0.911683337,0.088316663,0.039157268,0.960842732,5077
"Lincoln County, Arkansas",0.140708288,0.03263965,0.081927711,0.094852136,0.07754655,0.094194962,0.058634538,0.07981015,0.07754655,0.056078861,0.059875867,0.049580139,0.034538153,0.026871121,0.017305586,0.017889741,0.627236218,0.372763782,0.451551661,0.313326031,0.072581234,0.044760862,0.117780212,0.178240234,0.153778751,0.41569916,0.140781307,0.04271632,0.048849945,0.019934283,0.740854326,0.250164294,0.00898138,0.210660825,0.789339175,NA,NA,0.897042716,0.102957284,0.0562249,0.9437751,5079
"Little River County, Arkansas",0.182491745,0.03881775,0.070709511,0.049045663,0.05983732,0.06152855,0.071353789,0.055971652,0.069018281,0.070387372,0.066682774,0.050414754,0.073286623,0.033663526,0.032616574,0.014174116,0.490456632,0.509543368,0.374164452,0.387533221,0.049448337,0.069984698,0.118869292,0.201981155,0.112587582,0.332447451,0.222678586,0.047354433,0.053716679,0.029234115,0.555931384,0.395586696,0.04848192,0.158653459,0.841346541,NA,NA,0.91117017,0.08882983,0.069582025,0.930417975,5081
"Logan County, Arkansas",0.179942088,0.041825619,0.075791699,0.061681298,0.051064025,0.071149515,0.052121156,0.063244013,0.074642644,0.074918417,0.0613136,0.071287402,0.041044262,0.032357402,0.028082916,0.019533943,0.489175897,0.510824103,0.365767339,0.419175438,0.030472951,0.068943329,0.115640943,0.214459714,0.123730294,0.349404789,0.176586846,0.048214368,0.060853978,0.026750011,0.549248518,0.410442616,0.040308866,0.19510962,0.80489038,NA,NA,0.905363791,0.094636209,0.070322195,0.929677805,5083
"Lonoke County, Arkansas",0.215356065,0.046034956,0.080450378,0.072362408,0.071683794,0.073221062,0.063942055,0.065839404,0.066199485,0.06064593,0.055854084,0.043708279,0.03427693,0.02598122,0.014057004,0.010386948,0.493961721,0.506038279,0.390881644,0.427596045,0.034817051,0.045744121,0.100961139,0.238165803,0.107456444,0.263260671,0.179611113,0.070548154,0.10093344,0.040024375,0.504916489,0.474822037,0.020261474,0.122718334,0.877281666,NA,NA,0.924202975,0.075797025,0.092153007,0.907846993,5085
"Madison County, Arkansas",0.18804429,0.049017168,0.076449366,0.054304553,0.054491167,0.051007713,0.059965165,0.067802936,0.074272207,0.074894252,0.065501368,0.06332421,0.048270714,0.032843991,0.022829062,0.016981836,0.5,0.5,0.354814631,0.461059965,0.022144812,0.065501368,0.096479224,0.247574023,0.139897985,0.352761881,0.136912167,0.036078627,0.048581737,0.03819358,0.544538442,0.428215974,0.027245583,0.172928589,0.827071411,NA,NA,0.868997263,0.131002737,0.053247076,0.946752924,5087
"Marion County, Arkansas",0.153972503,0.031512349,0.05663706,0.04367928,0.043496776,0.047207689,0.041550067,0.056272053,0.071054873,0.082795961,0.098308797,0.088879426,0.078415866,0.066005597,0.021109624,0.019102081,0.486068865,0.513931135,0.306363305,0.452488137,0.036318287,0.072210731,0.13261954,0.183781482,0.110719066,0.298515635,0.214259642,0.060469644,0.08370848,0.048546052,0.640284706,0.329662976,0.030052318,0.19108164,0.80891836,NA,NA,0.898831975,0.101168025,0.111509916,0.888490084,5089
"Miller County, Arkansas",0.19710231,0.041317215,0.081697479,0.068808702,0.066317786,0.054046025,0.068374506,0.066614868,0.066089262,0.067437556,0.062227199,0.05400032,0.041591444,0.031102173,0.015791037,0.017482118,0.49077904,0.50922096,0.4309742,0.345597477,0.045544916,0.059941955,0.117941452,0.223314061,0.124180169,0.274663498,0.217623803,0.044676524,0.077812564,0.037729381,0.552320665,0.410681231,0.036998103,0.197559359,0.802440641,NA,NA,0.914166229,0.085833771,0.071939487,0.928060513,5091
"Mississippi County, Arkansas",0.219560599,0.04660176,0.091265672,0.068408396,0.061987813,0.052018398,0.068034835,0.057364993,0.06663398,0.068665219,0.058719152,0.049800378,0.033153557,0.025378814,0.016039784,0.01636665,0.487403983,0.512596017,0.461791693,0.322033107,0.050780976,0.055800705,0.109593519,0.26644253,0.136886834,0.292591814,0.166818426,0.051107842,0.054399851,0.031752702,0.539118863,0.418551983,0.042329154,0.229786837,0.770213163,NA,NA,0.920921762,0.079078238,0.052228526,0.947771474,5093
"Monroe County, Arkansas",0.168299076,0.035315216,0.091598841,0.047730721,0.036418816,0.029935163,0.072561733,0.060973927,0.073389433,0.071458132,0.08801214,0.068975031,0.055455925,0.050075873,0.024968961,0.024831011,0.457442406,0.542557594,0.429852393,0.331080149,0.04538557,0.094357842,0.099324045,0.2212719,0.163746724,0.334804801,0.164436474,0.039039868,0.054490275,0.02220996,0.560077252,0.409987584,0.029935163,0.246654711,0.753345289,NA,NA,0.913781211,0.086218789,0.065112429,0.934887571,5095
"Montgomery County, Arkansas",0.149783165,0.038807962,0.065495385,0.039252752,0.046814189,0.035583231,0.061603469,0.062604248,0.078727899,0.075725564,0.079506283,0.086956522,0.063271433,0.04859335,0.043144668,0.024129879,0.493717336,0.506282664,0.287001001,0.479817636,0.036361615,0.075503169,0.12131658,0.20971867,0.151339931,0.310130101,0.190926276,0.057155565,0.043811854,0.036917603,0.599799844,0.377960636,0.02223952,0.175247415,0.824752585,NA,NA,0.870677193,0.129322807,0.090514845,0.909485155,5097
"Nevada County, Arkansas",0.188270142,0.038507109,0.068009479,0.062677725,0.044194313,0.06007109,0.039691943,0.08957346,0.063033175,0.08507109,0.061848341,0.06528436,0.052843602,0.043838863,0.023696682,0.013388626,0.5242891,0.4757109,0.395734597,0.331990521,0.058886256,0.08957346,0.123815166,0.222511848,0.122630332,0.341706161,0.145971564,0.058649289,0.0742891,0.034241706,0.594549763,0.382938389,0.022511848,0.266469194,0.733530806,NA,NA,0.92014218,0.07985782,0.04549763,0.95450237,5099
"Newton County, Arkansas",0.158511723,0.038990826,0.07275739,0.047018349,0.045616718,0.048547401,0.049184506,0.052879715,0.070591233,0.069571865,0.100535168,0.074923547,0.076070336,0.036187564,0.025229358,0.033384302,0.501019368,0.498980632,0.340723751,0.454892966,0.03185525,0.069189602,0.10333843,0.198267074,0.12627421,0.329638124,0.191641182,0.036060143,0.074668705,0.043450561,0.589067278,0.39920999,0.011722732,0.137104995,0.862895005,NA,NA,0.910040775,0.089959225,NA,NA,5101
"Ouachita County, Arkansas",0.18912304,0.037003236,0.080436406,0.051149092,0.052559529,0.059113914,0.061768854,0.052642496,0.069277358,0.080311956,0.075707293,0.06147847,0.046295528,0.036961752,0.018584585,0.027586493,0.469883017,0.530116983,0.407865262,0.349871401,0.055919688,0.073964988,0.112378661,0.213930142,0.124408861,0.313656351,0.180535966,0.052766946,0.073467187,0.041234547,0.548452667,0.418236124,0.033311209,0.226955945,0.773044055,NA,NA,0.919729528,0.080270472,NA,NA,5103
"Perry County, Arkansas",0.180875799,0.047083898,0.072175935,0.056481302,0.053671769,0.053090486,0.058903313,0.067816315,0.072466576,0.079345088,0.068494478,0.04950591,0.061131564,0.032745592,0.018988568,0.027223406,0.50222825,0.49777175,0.359620229,0.432280566,0.018310405,0.05822515,0.13156365,0.220499903,0.134373183,0.302363883,0.193082736,0.06248789,0.060550281,0.026642124,0.597849254,0.372602209,0.029548537,0.155590002,0.844409998,NA,NA,0.91600465,0.08399535,NA,NA,5105
"Phillips County, Arkansas",0.216087002,0.044289167,0.091362824,0.060628349,0.045865294,0.067563308,0.040664075,0.052957865,0.064411054,0.070190186,0.070190186,0.06730062,0.03472733,0.026899233,0.020804875,0.026058632,0.473153305,0.526846695,0.488756961,0.272249659,0.067037932,0.067458233,0.104497216,0.268572029,0.15293685,0.217978355,0.201744247,0.055899968,0.066880319,0.035988232,0.585058317,0.36907639,0.045865294,0.29357991,0.70642009,NA,NA,0.918093937,0.081906063,NA,NA,5107
"Pike County, Arkansas",0.179496669,0.037842339,0.081698742,0.058105107,0.050425611,0.063101406,0.05292376,0.061991118,0.070410807,0.056717246,0.085862324,0.062638786,0.052646188,0.042931162,0.024611399,0.018597335,0.494633605,0.505366395,0.342061436,0.446150999,0.03969282,0.076702443,0.095392302,0.22400074,0.114452258,0.309492968,0.190044412,0.057920059,0.060048113,0.044041451,0.544504071,0.435603257,0.019892672,0.164507772,0.835492228,NA,NA,0.869633605,0.130366395,NA,NA,5109
"Poinsett County, Arkansas",0.196640891,0.041822566,0.083021535,0.068346221,0.054128212,0.059699011,0.058119232,0.065394529,0.069011391,0.064188908,0.065103517,0.056955184,0.048557412,0.031346138,0.021243868,0.016421385,0.487819074,0.512180926,0.395734597,0.385757047,0.037041656,0.062692276,0.118774424,0.247443253,0.137690197,0.336783903,0.166874532,0.040741665,0.05184169,0.018624761,0.565186663,0.409412156,0.025401181,0.194354369,0.805645631,NA,NA,0.910908789,0.089091211,NA,NA,5111
"Polk County, Arkansas",0.18796806,0.045181769,0.06745028,0.060060507,0.05118286,0.048951049,0.056737589,0.057630313,0.063730596,0.064821703,0.074542479,0.067896642,0.062341913,0.041610871,0.025293855,0.024599514,0.487427466,0.512572534,0.359023955,0.42711898,0.026930516,0.065416853,0.121509696,0.229678123,0.120864951,0.288647523,0.192134107,0.072062689,0.059812528,0.036800079,0.588503695,0.37276199,0.038734315,0.239250112,0.760749888,NA,NA,0.878490304,0.121509696,NA,NA,5113
"Pope County, Arkansas",0.193026837,0.036044246,0.136792156,0.07167997,0.062425366,0.053186475,0.05269939,0.058418704,0.066306329,0.061356923,0.057397398,0.053107913,0.034661555,0.028533719,0.016937967,0.017425052,0.492065238,0.507934762,0.441911256,0.370309849,0.029743574,0.049399786,0.108635535,0.227122745,0.103466155,0.260841556,0.22041355,0.038369681,0.102994783,0.046791528,0.52396141,0.447379172,0.028659418,0.188124568,0.811875432,NA,NA,0.893642763,0.106357237,NA,NA,5115
"Prairie County, Arkansas",0.16787967,0.036026201,0.071688501,0.051310044,0.052037846,0.046943231,0.056040757,0.0713246,0.070111596,0.079209122,0.068170791,0.066472586,0.056525958,0.044395924,0.031538088,0.030325085,0.499757399,0.500242601,0.340611354,0.45002426,0.023653566,0.082484231,0.103226589,0.203784571,0.137797186,0.321203299,0.174308588,0.05009704,0.081392528,0.031416788,0.545123726,0.425885492,0.028990781,0.15708394,0.84291606,NA,NA,0.904051431,0.095948569,NA,NA,5117
"Pulaski County, Arkansas",0.196981673,0.037541014,0.089063012,0.076937349,0.07246933,0.067315097,0.060615611,0.06101209,0.063690868,0.067307472,0.062229485,0.052274293,0.034061653,0.023168633,0.016166704,0.019165716,0.479069188,0.520930812,0.472064718,0.324355784,0.041981076,0.049864917,0.111733505,0.222069165,0.090509146,0.206586134,0.188299789,0.050800202,0.151315371,0.090420192,0.486764956,0.486762415,0.026472629,0.165059993,0.834940007,NA,NA,0.917189164,0.082810836,NA,NA,5119
"Randolph County, Arkansas",0.185366131,0.043288076,0.074419133,0.065045731,0.060103391,0.051411691,0.064761688,0.060557859,0.06544339,0.060103391,0.071692325,0.062546157,0.045105948,0.037607226,0.025450207,0.027097654,0.499005851,0.500994149,0.354712265,0.415497358,0.041072544,0.07226041,0.116457422,0.229506334,0.139748906,0.2780776,0.181162302,0.072374027,0.064875305,0.034255525,0.579446685,0.402147361,0.018405954,0.190592513,0.809407487,NA,NA,0.902516616,0.097483384,NA,NA,5121
"Saline County, Arkansas",0.194544484,0.041929005,0.073680821,0.061622419,0.065893279,0.070943742,0.068994738,0.060105585,0.067130473,0.064045963,0.05951241,0.056495691,0.046233762,0.03342118,0.019769679,0.01567677,0.491742155,0.508257845,0.378115228,0.425069274,0.033649976,0.050555466,0.112610055,0.215466617,0.098958554,0.242032387,0.195137659,0.063046039,0.121295833,0.06406291,0.489411825,0.490801549,0.019786626,0.091764187,0.908235813,NA,NA,0.929717225,0.070282775,NA,NA,5125
