County Code,County,State,age,Year,level,pct
4019,Pima County, AZ,65_69,2018,Overdose,0.0
4019,Pima County, AZ,70_74,2018,Overdose,0.0
4019,Pima County, AZ,75_79,2018,Overdose,0.0
4019,Pima County, AZ,80_84,2018,Overdose,0.0
4019,Pima County, AZ,85up,2018,Overdose,0.0
6013,Contra Costa County, CA,under15,2018,Overdose,0.0
6013,Contra Costa County, CA,15_17,2018,Overdose,0.0
6013,Contra Costa County, CA,18_24,2018,Overdose,0.0
6013,Contra Costa County, CA,25_29,2018,Overdose,17.0
6013,Contra Costa County, CA,30_34,2018,Overdose,0.0
6013,Contra Costa County, CA,35_39,2018,Overdose,0.0
6013,Contra Costa County, CA,40_44,2018,Overdose,0.0
6013,Contra Costa County, CA,45_49,2018,Overdose,11.0
6013,Contra Costa County, CA,50_54,2018,Overdose,0.0
6013,Contra Costa County, CA,55_59,2018,Overdose,10.0
6013,Contra Costa County, CA,60_64,2018,Overdose,0.0
6013,Contra Costa County, CA,65_69,2018,Overdose,0.0
6013,Contra Costa County, CA,70_74,2018,Overdose,0.0
6013,Contra Costa County, CA,75_79,2018,Overdose,0.0
6013,Contra Costa County, CA,80_84,2018,Overdose,0.0
6013,Contra Costa County, CA,85up,2018,Overdose,0.0
6029,Kern County, CA,under15,2018,Overdose,0.0
6029,Kern County, CA,15_17,2018,Overdose,0.0
6029,Kern County, CA,18_24,2018,Overdose,0.0
6029,Kern County, CA,25_29,2018,Overdose,11.0
6029,Kern County, CA,30_34,2018,Overdose,15.0
6029,Kern County, CA,35_39,2018,Overdose,11.0
6029,Kern County, CA,40_44,2018,Overdose,0.0
6029,Kern County, CA,45_49,2018,Overdose,0.0
6029,Kern County, CA,50_54,2018,Overdose,0.0
6029,Kern County, CA,55_59,2018,Overdose,10.0
6029,Kern County, CA,60_64,2018,Overdose,0.0
6029,Kern County, CA,65_69,2018,Overdose,0.0
6029,Kern County, CA,70_74,2018,Overdose,0.0
6029,Kern County, CA,75_79,2018,Overdose,0.0
6029,Kern County, CA,80_84,2018,Overdose,0.0
6029,Kern County, CA,85up,2018,Overdose,0.0
6037,Los Angeles County, CA,under15,2018,Overdose,0.0
6037,Los Angeles County, CA,15_17,2018,Overdose,13.0
6037,Los Angeles County, CA,18_24,2018,Overdose,34.0
6037,Los Angeles County, CA,25_29,2018,Overdose,90.0
6037,Los Angeles County, CA,30_34,2018,Overdose,65.0
6037,Los Angeles County, CA,35_39,2018,Overdose,52.0
6037,Los Angeles County, CA,40_44,2018,Overdose,43.0
6037,Los Angeles County, CA,45_49,2018,Overdose,51.0
6037,Los Angeles County, CA,50_54,2018,Overdose,49.0
6037,Los Angeles County, CA,55_59,2018,Overdose,49.0
6037,Los Angeles County, CA,60_64,2018,Overdose,44.0
6037,Los Angeles County, CA,65_69,2018,Overdose,13.0
6037,Los Angeles County, CA,70_74,2018,Overdose,0.0
6037,Los Angeles County, CA,75_79,2018,Overdose,0.0
6037,Los Angeles County, CA,80_84,2018,Overdose,0.0
6037,Los Angeles County, CA,85up,2018,Overdose,0.0
6059,Orange County, CA,under15,2018,Overdose,0.0
6059,Orange County, CA,15_17,2018,Overdose,0.0
6059,Orange County, CA,18_24,2018,Overdose,35.0
6059,Orange County, CA,25_29,2018,Overdose,31.0
6059,Orange County, CA,30_34,2018,Overdose,25.0
6059,Orange County, CA,35_39,2018,Overdose,32.0
6059,Orange County, CA,40_44,2018,Overdose,14.0
6059,Orange County, CA,45_49,2018,Overdose,19.0
6059,Orange County, CA,50_54,2018,Overdose,23.0
6059,Orange County, CA,55_59,2018,Overdose,41.0
6059,Orange County, CA,60_64,2018,Overdose,18.0
6059,Orange County, CA,65_69,2018,Overdose,0.0
6059,Orange County, CA,70_74,2018,Overdose,0.0
6059,Orange County, CA,75_79,2018,Overdose,0.0
6059,Orange County, CA,80_84,2018,Overdose,0.0
6059,Orange County, CA,85up,2018,Overdose,0.0
6065,Riverside County, CA,under15,2018,Overdose,0.0
6065,Riverside County, CA,15_17,2018,Overdose,0.0
6065,Riverside County, CA,18_24,2018,Overdose,13.0
6065,Riverside County, CA,25_29,2018,Overdose,31.0
6065,Riverside County, CA,30_34,2018,Overdose,15.0
6065,Riverside County, CA,35_39,2018,Overdose,15.0
6065,Riverside County, CA,40_44,2018,Overdose,0.0
6065,Riverside County, CA,45_49,2018,Overdose,11.0
6065,Riverside County, CA,50_54,2018,Overdose,16.0
6065,Riverside County, CA,55_59,2018,Overdose,11.0
6065,Riverside County, CA,60_64,2018,Overdose,15.0
6065,Riverside County, CA,65_69,2018,Overdose,0.0
6065,Riverside County, CA,70_74,2018,Overdose,0.0
6065,Riverside County, CA,75_79,2018,Overdose,0.0
6065,Riverside County, CA,80_84,2018,Overdose,0.0
6065,Riverside County, CA,85up,2018,Overdose,0.0
6067,Sacramento County, CA,under15,2018,Overdose,0.0
6067,Sacramento County, CA,15_17,2018,Overdose,0.0
6067,Sacramento County, CA,18_24,2018,Overdose,0.0
6067,Sacramento County, CA,25_29,2018,Overdose,0.0
6067,Sacramento County, CA,30_34,2018,Overdose,0.0
6067,Sacramento County, CA,35_39,2018,Overdose,0.0
6067,Sacramento County, CA,40_44,2018,Overdose,11.0
6067,Sacramento County, CA,45_49,2018,Overdose,10.0
6067,Sacramento County, CA,50_54,2018,Overdose,0.0
6067,Sacramento County, CA,55_59,2018,Overdose,0.0
6067,Sacramento County, CA,60_64,2018,Overdose,0.0
6067,Sacramento County, CA,65_69,2018,Overdose,0.0
6067,Sacramento County, CA,70_74,2018,Overdose,0.0
6067,Sacramento County, CA,75_79,2018,Overdose,0.0
6067,Sacramento County, CA,80_84,2018,Overdose,0.0
6067,Sacramento County, CA,85up,2018,Overdose,0.0
6071,San Bernardino County, CA,under15,2018,Overdose,0.0
6071,San Bernardino County, CA,15_17,2018,Overdose,0.0
6071,San Bernardino County, CA,18_24,2018,Overdose,12.0
6071,San Bernardino County, CA,25_29,2018,Overdose,11.0
6071,San Bernardino County, CA,30_34,2018,Overdose,14.0
6071,San Bernardino County, CA,35_39,2018,Overdose,0.0
6071,San Bernardino County, CA,40_44,2018,Overdose,0.0
6071,San Bernardino County, CA,45_49,2018,Overdose,11.0
6071,San Bernardino County, CA,50_54,2018,Overdose,0.0
6071,San Bernardino County, CA,55_59,2018,Overdose,13.0
6071,San Bernardino County, CA,60_64,2018,Overdose,0.0
6071,San Bernardino County, CA,65_69,2018,Overdose,0.0
6071,San Bernardino County, CA,70_74,2018,Overdose,0.0
6071,San Bernardino County, CA,75_79,2018,Overdose,0.0
6071,San Bernardino County, CA,80_84,2018,Overdose,0.0
6071,San Bernardino County, CA,85up,2018,Overdose,0.0
6073,San Diego County, CA,under15,2018,Overdose,0.0
6073,San Diego County, CA,15_17,2018,Overdose,0.0
6073,San Diego County, CA,18_24,2018,Overdose,20.0
6073,San Diego County, CA,25_29,2018,Overdose,39.0
6073,San Diego County, CA,30_34,2018,Overdose,39.0
6073,San Diego County, CA,35_39,2018,Overdose,21.0
6073,San Diego County, CA,40_44,2018,Overdose,23.0
6073,San Diego County, CA,45_49,2018,Overdose,20.0
6073,San Diego County, CA,50_54,2018,Overdose,24.0
6073,San Diego County, CA,55_59,2018,Overdose,25.0
6073,San Diego County, CA,60_64,2018,Overdose,32.0
6073,San Diego County, CA,65_69,2018,Overdose,16.0
6073,San Diego County, CA,70_74,2018,Overdose,0.0
6073,San Diego County, CA,75_79,2018,Overdose,0.0
6073,San Diego County, CA,80_84,2018,Overdose,0.0
6073,San Diego County, CA,85up,2018,Overdose,0.0
6075,San Francisco County, CA,under15,2018,Overdose,0.0
6075,San Francisco County, CA,15_17,2018,Overdose,0.0
6075,San Francisco County, CA,18_24,2018,Overdose,0.0
6075,San Francisco County, CA,25_29,2018,Overdose,0.0
6075,San Francisco County, CA,30_34,2018,Overdose,14.0
6075,San Francisco County, CA,35_39,2018,Overdose,12.0
6075,San Francisco County, CA,40_44,2018,Overdose,16.0
6075,San Francisco County, CA,45_49,2018,Overdose,26.0
6075,San Francisco County, CA,50_54,2018,Overdose,18.0
6075,San Francisco County, CA,55_59,2018,Overdose,19.0
6075,San Francisco County, CA,60_64,2018,Overdose,13.0
6075,San Francisco County, CA,65_69,2018,Overdose,10.0
6075,San Francisco County, CA,70_74,2018,Overdose,0.0
6075,San Francisco County, CA,75_79,2018,Overdose,0.0
6075,San Francisco County, CA,80_84,2018,Overdose,0.0
6075,San Francisco County, CA,85up,2018,Overdose,0.0
6111,Ventura County, CA,under15,2018,Overdose,0.0
6111,Ventura County, CA,15_17,2018,Overdose,0.0
6111,Ventura County, CA,18_24,2018,Overdose,0.0
6111,Ventura County, CA,25_29,2018,Overdose,15.0
6111,Ventura County, CA,30_34,2018,Overdose,10.0
6111,Ventura County, CA,35_39,2018,Overdose,12.0
6111,Ventura County, CA,40_44,2018,Overdose,10.0
6111,Ventura County, CA,45_49,2018,Overdose,0.0
6111,Ventura County, CA,50_54,2018,Overdose,12.0
6111,Ventura County, CA,55_59,2018,Overdose,0.0
6111,Ventura County, CA,60_64,2018,Overdose,0.0
6111,Ventura County, CA,65_69,2018,Overdose,0.0
6111,Ventura County, CA,70_74,2018,Overdose,0.0
6111,Ventura County, CA,75_79,2018,Overdose,0.0
6111,Ventura County, CA,80_84,2018,Overdose,0.0
6111,Ventura County, CA,85up,2018,Overdose,0.0
8001,Adams County, CO,under15,2018,Overdose,0.0
8001,Adams County, CO,15_17,2018,Overdose,0.0
8001,Adams County, CO,18_24,2018,Overdose,0.0
8001,Adams County, CO,25_29,2018,Overdose,10.0
8001,Adams County, CO,30_34,2018,Overdose,0.0
8001,Adams County, CO,35_39,2018,Overdose,0.0
8001,Adams County, CO,40_44,2018,Overdose,0.0
8001,Adams County, CO,45_49,2018,Overdose,0.0
8001,Adams County, CO,50_54,2018,Overdose,0.0
8001,Adams County, CO,55_59,2018,Overdose,0.0
8001,Adams County, CO,60_64,2018,Overdose,0.0
8001,Adams County, CO,65_69,2018,Overdose,0.0
8001,Adams County, CO,70_74,2018,Overdose,0.0
8001,Adams County, CO,75_79,2018,Overdose,0.0
8001,Adams County, CO,80_84,2018,Overdose,0.0
8001,Adams County, CO,85up,2018,Overdose,0.0
8005,Arapahoe County, CO,under15,2018,Overdose,0.0
8005,Arapahoe County, CO,15_17,2018,Overdose,0.0
8005,Arapahoe County, CO,18_24,2018,Overdose,0.0
8005,Arapahoe County, CO,25_29,2018,Overdose,11.0
8005,Arapahoe County, CO,30_34,2018,Overdose,0.0
8005,Arapahoe County, CO,35_39,2018,Overdose,13.0
8005,Arapahoe County, CO,40_44,2018,Overdose,0.0
8005,Arapahoe County, CO,45_49,2018,Overdose,0.0
8005,Arapahoe County, CO,50_54,2018,Overdose,0.0
8005,Arapahoe County, CO,55_59,2018,Overdose,0.0
8005,Arapahoe County, CO,60_64,2018,Overdose,0.0
8005,Arapahoe County, CO,65_69,2018,Overdose,0.0
8005,Arapahoe County, CO,70_74,2018,Overdose,0.0
8005,Arapahoe County, CO,75_79,2018,Overdose,0.0
8005,Arapahoe County, CO,80_84,2018,Overdose,0.0
8005,Arapahoe County, CO,85up,2018,Overdose,0.0
8031,Denver County, CO,under15,2018,Overdose,0.0
8031,Denver County, CO,15_17,2018,Overdose,0.0
8031,Denver County, CO,18_24,2018,Overdose,0.0
8031,Denver County, CO,25_29,2018,Overdose,13.0
8031,Denver County, CO,30_34,2018,Overdose,14.0
8031,Denver County, CO,35_39,2018,Overdose,13.0
8031,Denver County, CO,40_44,2018,Overdose,0.0
8031,Denver County, CO,45_49,2018,Overdose,0.0
8031,Denver County, CO,50_54,2018,Overdose,0.0
8031,Denver County, CO,55_59,2018,Overdose,0.0
8031,Denver County, CO,60_64,2018,Overdose,0.0
8031,Denver County, CO,65_69,2018,Overdose,0.0
8031,Denver County, CO,70_74,2018,Overdose,0.0
8031,Denver County, CO,75_79,2018,Overdose,0.0
8031,Denver County, CO,80_84,2018,Overdose,0.0
8031,Denver County, CO,85up,2018,Overdose,0.0
8041,El Paso County, CO,under15,2018,Overdose,0.0
8041,El Paso County, CO,15_17,2018,Overdose,0.0
8041,El Paso County, CO,18_24,2018,Overdose,0.0
8041,El Paso County, CO,25_29,2018,Overdose,19.0
8041,El Paso County, CO,30_34,2018,Overdose,12.0
8041,El Paso County, CO,35_39,2018,Overdose,0.0
8041,El Paso County, CO,40_44,2018,Overdose,10.0
8041,El Paso County, CO,45_49,2018,Overdose,0.0
8041,El Paso County, CO,50_54,2018,Overdose,20.0
8041,El Paso County, CO,55_59,2018,Overdose,0.0
8041,El Paso County, CO,60_64,2018,Overdose,0.0
8041,El Paso County, CO,65_69,2018,Overdose,0.0
8041,El Paso County, CO,70_74,2018,Overdose,0.0
8041,El Paso County, CO,75_79,2018,Overdose,0.0
8041,El Paso County, CO,80_84,2018,Overdose,0.0
8041,El Paso County, CO,85up,2018,Overdose,0.0
8059,Jefferson County, CO,under15,2018,Overdose,0.0
8059,Jefferson County, CO,15_17,2018,Overdose,0.0
8059,Jefferson County, CO,18_24,2018,Overdose,0.0
8059,Jefferson County, CO,25_29,2018,Overdose,13.0
8059,Jefferson County, CO,30_34,2018,Overdose,0.0
8059,Jefferson County, CO,35_39,2018,Overdose,0.0
8059,Jefferson County, CO,40_44,2018,Overdose,0.0
8059,Jefferson County, CO,45_49,2018,Overdose,0.0
8059,Jefferson County, CO,50_54,2018,Overdose,0.0
8059,Jefferson County, CO,55_59,2018,Overdose,0.0
8059,Jefferson County, CO,60_64,2018,Overdose,0.0
8059,Jefferson County, CO,65_69,2018,Overdose,0.0
8059,Jefferson County, CO,70_74,2018,Overdose,0.0
8059,Jefferson County, CO,75_79,2018,Overdose,0.0
8059,Jefferson County, CO,80_84,2018,Overdose,0.0
8059,Jefferson County, CO,85up,2018,Overdose,0.0
9001,Fairfield County, CT,under15,2018,Overdose,0.0
9001,Fairfield County, CT,15_17,2018,Overdose,0.0
9001,Fairfield County, CT,18_24,2018,Overdose,10.0
9001,Fairfield County, CT,25_29,2018,Overdose,22.0
9001,Fairfield County, CT,30_34,2018,Overdose,13.0
9001,Fairfield County, CT,35_39,2018,Overdose,18.0
9001,Fairfield County, CT,40_44,2018,Overdose,22.0
9001,Fairfield County, CT,45_49,2018,Overdose,14.0
9001,Fairfield County, CT,50_54,2018,Overdose,14.0
9001,Fairfield County, CT,55_59,2018,Overdose,17.0
9001,Fairfield County, CT,60_64,2018,Overdose,15.0
9001,Fairfield County, CT,65_69,2018,Overdose,0.0
9001,Fairfield County, CT,70_74,2018,Overdose,0.0
9001,Fairfield County, CT,75_79,2018,Overdose,0.0
9001,Fairfield County, CT,80_84,2018,Overdose,0.0
9001,Fairfield County, CT,85up,2018,Overdose,0.0
9003,Hartford County, CT,under15,2018,Overdose,0.0
9003,Hartford County, CT,15_17,2018,Overdose,0.0
9003,Hartford County, CT,18_24,2018,Overdose,16.0
9003,Hartford County, CT,25_29,2018,Overdose,25.0
9003,Hartford County, CT,30_34,2018,Overdose,34.0
9003,Hartford County, CT,35_39,2018,Overdose,39.0
9003,Hartford County, CT,40_44,2018,Overdose,23.0
9003,Hartford County, CT,45_49,2018,Overdose,30.0
9003,Hartford County, CT,50_54,2018,Overdose,46.0
9003,Hartford County, CT,55_59,2018,Overdose,25.0
9003,Hartford County, CT,60_64,2018,Overdose,16.0
9003,Hartford County, CT,65_69,2018,Overdose,0.0
9003,Hartford County, CT,70_74,2018,Overdose,0.0
9003,Hartford County, CT,75_79,2018,Overdose,0.0
9003,Hartford County, CT,80_84,2018,Overdose,0.0
9003,Hartford County, CT,85up,2018,Overdose,0.0
9005,Litchfield County, CT,under15,2018,Overdose,0.0
9005,Litchfield County, CT,15_17,2018,Overdose,0.0
9005,Litchfield County, CT,18_24,2018,Overdose,0.0
9005,Litchfield County, CT,25_29,2018,Overdose,0.0
9005,Litchfield County, CT,30_34,2018,Overdose,14.0
9005,Litchfield County, CT,35_39,2018,Overdose,0.0
9005,Litchfield County, CT,40_44,2018,Overdose,11.0
9005,Litchfield County, CT,45_49,2018,Overdose,0.0
9005,Litchfield County, CT,50_54,2018,Overdose,0.0
9005,Litchfield County, CT,55_59,2018,Overdose,0.0
9005,Litchfield County, CT,60_64,2018,Overdose,0.0
9005,Litchfield County, CT,65_69,2018,Overdose,0.0
9005,Litchfield County, CT,70_74,2018,Overdose,0.0
9005,Litchfield County, CT,75_79,2018,Overdose,0.0
9005,Litchfield County, CT,80_84,2018,Overdose,0.0
9005,Litchfield County, CT,85up,2018,Overdose,0.0
9007,Middlesex County, CT,under15,2018,Overdose,0.0
9007,Middlesex County, CT,15_17,2018,Overdose,0.0
9007,Middlesex County, CT,18_24,2018,Overdose,0.0
9007,Middlesex County, CT,25_29,2018,Overdose,0.0
9007,Middlesex County, CT,30_34,2018,Overdose,0.0
9007,Middlesex County, CT,35_39,2018,Overdose,10.0
9007,Middlesex County, CT,40_44,2018,Overdose,0.0
9007,Middlesex County, CT,45_49,2018,Overdose,0.0
9007,Middlesex County, CT,50_54,2018,Overdose,0.0
9007,Middlesex County, CT,55_59,2018,Overdose,0.0
9007,Middlesex County, CT,60_64,2018,Overdose,0.0
9007,Middlesex County, CT,65_69,2018,Overdose,0.0
9007,Middlesex County, CT,70_74,2018,Overdose,0.0
9007,Middlesex County, CT,75_79,2018,Overdose,0.0
9007,Middlesex County, CT,80_84,2018,Overdose,0.0
9007,Middlesex County, CT,85up,2018,Overdose,0.0
9009,New Haven County, CT,under15,2018,Overdose,0.0
9009,New Haven County, CT,15_17,2018,Overdose,0.0
9009,New Haven County, CT,18_24,2018,Overdose,0.0
9009,New Haven County, CT,25_29,2018,Overdose,20.0
9009,New Haven County, CT,30_34,2018,Overdose,33.0
9009,New Haven County, CT,35_39,2018,Overdose,29.0
9009,New Haven County, CT,40_44,2018,Overdose,36.0
9009,New Haven County, CT,45_49,2018,Overdose,34.0
9009,New Haven County, CT,50_54,2018,Overdose,31.0
9009,New Haven County, CT,55_59,2018,Overdose,28.0
9009,New Haven County, CT,60_64,2018,Overdose,13.0
9009,New Haven County, CT,65_69,2018,Overdose,0.0
9009,New Haven County, CT,70_74,2018,Overdose,0.0
9009,New Haven County, CT,75_79,2018,Overdose,0.0
9009,New Haven County, CT,80_84,2018,Overdose,0.0
9009,New Haven County, CT,85up,2018,Overdose,0.0
9011,New London County, CT,under15,2018,Overdose,0.0
9011,New London County, CT,15_17,2018,Overdose,0.0
9011,New London County, CT,18_24,2018,Overdose,0.0
9011,New London County, CT,25_29,2018,Overdose,0.0
9011,New London County, CT,30_34,2018,Overdose,17.0
9011,New London County, CT,35_39,2018,Overdose,16.0
9011,New London County, CT,40_44,2018,Overdose,10.0
9011,New London County, CT,45_49,2018,Overdose,10.0
9011,New London County, CT,50_54,2018,Overdose,0.0
9011,New London County, CT,55_59,2018,Overdose,0.0
9011,New London County, CT,60_64,2018,Overdose,0.0
9011,New London County, CT,65_69,2018,Overdose,0.0
9011,New London County, CT,70_74,2018,Overdose,0.0
9011,New London County, CT,75_79,2018,Overdose,0.0
9011,New London County, CT,80_84,2018,Overdose,0.0
9011,New London County, CT,85up,2018,Overdose,0.0
11001,District of Columbia, DC,under15,2018,Overdose,0.0
11001,District of Columbia, DC,15_17,2018,Overdose,0.0
11001,District of Columbia, DC,18_24,2018,Overdose,0.0
11001,District of Columbia, DC,25_29,2018,Overdose,0.0
11001,District of Columbia, DC,30_34,2018,Overdose,10.0
11001,District of Columbia, DC,35_39,2018,Overdose,13.0
11001,District of Columbia, DC,40_44,2018,Overdose,13.0
11001,District of Columbia, DC,45_49,2018,Overdose,17.0
11001,District of Columbia, DC,50_54,2018,Overdose,25.0
11001,District of Columbia, DC,55_59,2018,Overdose,40.0
11001,District of Columbia, DC,60_64,2018,Overdose,34.0
11001,District of Columbia, DC,65_69,2018,Overdose,17.0
11001,District of Columbia, DC,70_74,2018,Overdose,0.0
11001,District of Columbia, DC,75_79,2018,Overdose,0.0
11001,District of Columbia, DC,80_84,2018,Overdose,0.0
11001,District of Columbia, DC,85up,2018,Overdose,0.0
10001,Kent County, DE,under15,2018,Overdose,0.0
10001,Kent County, DE,15_17,2018,Overdose,0.0
10001,Kent County, DE,18_24,2018,Overdose,0.0
10001,Kent County, DE,25_29,2018,Overdose,10.0
10001,Kent County, DE,30_34,2018,Overdose,10.0
10001,Kent County, DE,35_39,2018,Overdose,0.0
10001,Kent County, DE,40_44,2018,Overdose,0.0
10001,Kent County, DE,45_49,2018,Overdose,0.0
10001,Kent County, DE,50_54,2018,Overdose,0.0
10001,Kent County, DE,55_59,2018,Overdose,0.0
10001,Kent County, DE,60_64,2018,Overdose,0.0
10001,Kent County, DE,65_69,2018,Overdose,0.0
10001,Kent County, DE,70_74,2018,Overdose,0.0
10001,Kent County, DE,75_79,2018,Overdose,0.0
10001,Kent County, DE,80_84,2018,Overdose,0.0
10001,Kent County, DE,85up,2018,Overdose,0.0
10003,New Castle County, DE,under15,2018,Overdose,0.0
10003,New Castle County, DE,15_17,2018,Overdose,0.0
10003,New Castle County, DE,18_24,2018,Overdose,0.0
10003,New Castle County, DE,25_29,2018,Overdose,36.0
10003,New Castle County, DE,30_34,2018,Overdose,27.0
10003,New Castle County, DE,35_39,2018,Overdose,43.0
10003,New Castle County, DE,40_44,2018,Overdose,26.0
10003,New Castle County, DE,45_49,2018,Overdose,20.0
10003,New Castle County, DE,50_54,2018,Overdose,21.0
10003,New Castle County, DE,55_59,2018,Overdose,25.0
10003,New Castle County, DE,60_64,2018,Overdose,0.0
10003,New Castle County, DE,65_69,2018,Overdose,0.0
10003,New Castle County, DE,70_74,2018,Overdose,0.0
10003,New Castle County, DE,75_79,2018,Overdose,0.0
10003,New Castle County, DE,80_84,2018,Overdose,0.0
10003,New Castle County, DE,85up,2018,Overdose,0.0
10005,Sussex County, DE,under15,2018,Overdose,0.0
10005,Sussex County, DE,15_17,2018,Overdose,0.0
10005,Sussex County, DE,18_24,2018,Overdose,0.0
10005,Sussex County, DE,25_29,2018,Overdose,12.0
10005,Sussex County, DE,30_34,2018,Overdose,0.0
10005,Sussex County, DE,35_39,2018,Overdose,0.0
10005,Sussex County, DE,40_44,2018,Overdose,12.0
10005,Sussex County, DE,45_49,2018,Overdose,0.0
10005,Sussex County, DE,50_54,2018,Overdose,0.0
10005,Sussex County, DE,55_59,2018,Overdose,0.0
10005,Sussex County, DE,60_64,2018,Overdose,0.0
10005,Sussex County, DE,65_69,2018,Overdose,0.0
10005,Sussex County, DE,70_74,2018,Overdose,0.0
10005,Sussex County, DE,75_79,2018,Overdose,0.0
10005,Sussex County, DE,80_84,2018,Overdose,0.0
10005,Sussex County, DE,85up,2018,Overdose,0.0
12009,Brevard County, FL,under15,2018,Overdose,0.0
12009,Brevard County, FL,15_17,2018,Overdose,0.0
12009,Brevard County, FL,18_24,2018,Overdose,0.0
12009,Brevard County, FL,25_29,2018,Overdose,16.0
12009,Brevard County, FL,30_34,2018,Overdose,33.0
12009,Brevard County, FL,35_39,2018,Overdose,42.0
12009,Brevard County, FL,40_44,2018,Overdose,27.0
12009,Brevard County, FL,45_49,2018,Overdose,13.0
12009,Brevard County, FL,50_54,2018,Overdose,17.0
12009,Brevard County, FL,55_59,2018,Overdose,22.0
12009,Brevard County, FL,60_64,2018,Overdose,13.0
12009,Brevard County, FL,65_69,2018,Overdose,0.0
12009,Brevard County, FL,70_74,2018,Overdose,0.0
12009,Brevard County, FL,75_79,2018,Overdose,0.0
12009,Brevard County, FL,80_84,2018,Overdose,0.0
12009,Brevard County, FL,85up,2018,Overdose,0.0
12011,Broward County, FL,under15,2018,Overdose,0.0
12011,Broward County, FL,15_17,2018,Overdose,0.0
12011,Broward County, FL,18_24,2018,Overdose,13.0
12011,Broward County, FL,25_29,2018,Overdose,36.0
12011,Broward County, FL,30_34,2018,Overdose,28.0
12011,Broward County, FL,35_39,2018,Overdose,38.0
12011,Broward County, FL,40_44,2018,Overdose,21.0
12011,Broward County, FL,45_49,2018,Overdose,25.0
12011,Broward County, FL,50_54,2018,Overdose,16.0
12011,Broward County, FL,55_59,2018,Overdose,16.0
12011,Broward County, FL,60_64,2018,Overdose,14.0
12011,Broward County, FL,65_69,2018,Overdose,0.0
12011,Broward County, FL,70_74,2018,Overdose,0.0
12011,Broward County, FL,75_79,2018,Overdose,0.0
12011,Broward County, FL,80_84,2018,Overdose,0.0
12011,Broward County, FL,85up,2018,Overdose,0.0
12019,Clay County, FL,under15,2018,Overdose,0.0
12019,Clay County, FL,15_17,2018,Overdose,0.0
12019,Clay County, FL,18_24,2018,Overdose,0.0
12019,Clay County, FL,25_29,2018,Overdose,0.0
12019,Clay County, FL,30_34,2018,Overdose,10.0
12019,Clay County, FL,35_39,2018,Overdose,0.0
12019,Clay County, FL,40_44,2018,Overdose,0.0
12019,Clay County, FL,45_49,2018,Overdose,0.0
12019,Clay County, FL,50_54,2018,Overdose,0.0
12019,Clay County, FL,55_59,2018,Overdose,0.0
12019,Clay County, FL,60_64,2018,Overdose,0.0
12019,Clay County, FL,65_69,2018,Overdose,0.0
12019,Clay County, FL,70_74,2018,Overdose,0.0
12019,Clay County, FL,75_79,2018,Overdose,0.0
12019,Clay County, FL,80_84,2018,Overdose,0.0
